CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_COMP	L_COMPSUBJ	L_COMPREST	L_MATRV2CC	L_MATRBE4S	L_MATRSUBJ	L_MATRS2V	DPCW	DPWC	SURPRISAL
4940	LINDSEI	GE037	think	absent	obj	German	spoken	43	11	32	0	9	1	0	0.3747833441	0.4212680855	4.7666163878
4941	ICLE	GESA3007	think	present	obj	German	written	207	19	188	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4942	ICLE	GESA4002	think	present	obj	German	written	41	16	25	0	2	3	0	0.3747833441	0.4212680855	4.7666163878
4943	ICLE	SPM04048	think	present	obj	Spanish	written	31	18	13	0	0	6	0	0.3747833441	0.4212680855	4.7666163878
4944	LINDSEI	SP019	think	present	obj	Spanish	spoken	23	11	12	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4945	LINDSEI	SP042	think	present	obj	Spanish	spoken	34	9	25	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4946	ICLE	GEBA1011	think	present	obj	German	written	38	9	29	0	0	1	6	0.3747833441	0.4212680855	4.7666163878
4947	ICE-GB	S1B-056	think	absent	obj	English	spoken	243	24	219	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4948	ICE-GB	S1B-054	think	absent	obj	English	spoken	68	13	55	0	26	2	0	0.3747833441	0.4212680855	4.7666163878
4949	ICE-GB	S1B-056	think	absent	obj	English	spoken	54	24	30	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4950	ICE-GB	W1B-021	think	absent	obj	English	written	112	35	77	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4951	ICE-GB	S2B-002	think	present	obj	English	spoken	141	32	109	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4952	ICE-GB	W2C-009	think	absent	obj	English	written	42	8	34	0	0	2	0	0.3747833441	0.4212680855	4.7666163878
4953	ICLE	GEAU1042	think	absent	obj	German	written	101	77	24	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4954	ICLE	GEAU3038	think	present	obj	German	written	35	15	20	0	13	1	5	0.3747833441	0.4212680855	4.7666163878
4955	ICE-GB	S1B-012	think	absent	obj	English	spoken	72	10	62	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
4956	ICE-GB	S1B-029	think	absent	obj	English	spoken	142	32	110	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4957	LINDSEI	GE020	think	absent	obj	German	spoken	45	11	34	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4958	LINDSEI	SP004	think	absent	obj	Spanish	spoken	20	10	10	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4959	LINDSEI	SP042	think	absent	obj	Spanish	spoken	30	10	20	0	21	1	0	0.3747833441	0.4212680855	4.7666163878
4960	ICLE	GEAU2030	think	present	obj	German	written	41	26	15	0	6	3	0	0.3747833441	0.4212680855	4.7666163878
4961	ICE-GB	S1B-058	think	absent	obj	English	spoken	15	9	6	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4962	ICE-GB	S1A-001	think	absent	obj	English	spoken	175	79	96	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4963	LINDSEI	SP035	think	absent	obj	Spanish	spoken	58	13	45	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4964	ICE-GB	S1B-027	think	absent	obj	English	spoken	121	47	74	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4965	ICE-GB	S2B-007	think	absent	obj	English	spoken	70	20	50	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4966	ICE-GB	S1B-055	think	absent	obj	English	spoken	165	48	117	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4967	ICLE	SPM05016	think	present	obj	Spanish	written	72	25	47	0	0	5	0	0.3747833441	0.4212680855	4.7666163878
4968	ICLE	GEAU1065	think	absent	obj	German	written	145	24	121	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4969	ICLE	SPM09008	think	absent	obj	Spanish	written	85	10	75	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4970	LINDSEI	SP015	think	absent	obj	Spanish	spoken	33	8	25	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4971	ICE-GB	S1B-040	think	present	obj	English	spoken	97	26	71	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4972	ICLE	SPM09002	think	absent	obj	Spanish	written	57	14	43	0	0	9	0	0.3747833441	0.4212680855	4.7666163878
4973	ICE-GB	S1A-023	think	absent	obj	English	spoken	78	36	42	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4974	ICE-GB	S2A-055	think	absent	obj	English	spoken	32	9	23	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4975	ICE-GB	W2D-009	think	absent	obj	English	written	55	10	45	0	7	3	0	0.3747833441	0.4212680855	4.7666163878
4976	LINDSEI	GE036	think	absent	obj	German	spoken	69	33	36	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4977	ICE-GB	S1B-032	think	absent	obj	English	spoken	47	21	26	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4978	ICLE	SPM07011	think	present	obj	Spanish	written	58	17	41	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4979	ICLE	SPM09001	think	present	obj	Spanish	written	101	25	76	0	0	1	6	0.3747833441	0.4212680855	4.7666163878
4980	ICLE	SPM09001	think	absent	obj	Spanish	written	37	16	21	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4981	ICLE	GESA4011	think	absent	obj	German	written	94	38	56	0	11	1	0	0.3747833441	0.4212680855	4.7666163878
4982	ICE-GB	S1B-050	think	absent	obj	English	spoken	218	130	88	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4983	ICLE	GEAU3091	think	present	obj	German	written	120	16	104	0	0	6	0	0.3747833441	0.4212680855	4.7666163878
4984	ICE-GB	W1B-021	think	absent	obj	English	written	76	62	14	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4985	ICE-GB	S1B-039	think	absent	obj	English	spoken	100	14	86	0	11	1	0	0.3747833441	0.4212680855	4.7666163878
4986	ICE-GB	S1B-050	think	absent	obj	English	spoken	88	23	65	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4987	ICE-GB	W2B-017	think	present	obj	English	written	114	21	93	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4988	LINDSEI	GE028	think	absent	obj	German	spoken	72	20	52	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4989	LINDSEI	GE006	think	absent	obj	German	spoken	59	9	50	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4990	ICE-GB	S1B-036	think	present	obj	English	spoken	123	56	67	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4991	ICE-GB	S1A-051	think	absent	obj	English	spoken	34	26	8	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4992	ICE-GB	S1B-050	think	absent	obj	English	spoken	188	59	129	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4993	ICLE	GEBA1026	think	absent	obj	German	written	128	97	31	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4994	ICE-GB	S1B-039	think	present	obj	English	spoken	105	21	84	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4995	ICE-GB	S1A-062	think	absent	obj	English	spoken	14	11	3	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4996	ICE-GB	S1A-073	think	absent	obj	English	spoken	23	9	14	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4997	ICE-GB	S1B-015	think	absent	obj	English	spoken	25	13	12	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4998	LINDSEI	SP046	think	absent	obj	Spanish	spoken	29	7	22	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
4999	ICE-GB	S1A-088	think	absent	obj	English	spoken	34	9	25	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5000	LINDSEI	SP049	think	absent	obj	Spanish	spoken	46	18	28	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5001	ICE-GB	S1A-001	think	absent	obj	English	spoken	68	12	56	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5002	LINDSEI	GE042	think	absent	obj	German	spoken	62	15	47	0	0	1	10	0.3747833441	0.4212680855	4.7666163878
5003	LINDSEI	GE036	think	absent	obj	German	spoken	36	33	3	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5004	ICE-GB	S2A-002	think	absent	obj	English	spoken	34	9	25	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5005	ICLE	SPM04042	think	present	obj	Spanish	written	58	45	13	0	0	6	0	0.3747833441	0.4212680855	4.7666163878
5006	ICLE	SPM04042	think	absent	obj	Spanish	written	31	9	22	0	0	3	0	0.3747833441	0.4212680855	4.7666163878
5007	ICLE	SPM04050	think	present	obj	Spanish	written	18	7	11	0	0	2	0	0.3747833441	0.4212680855	4.7666163878
5008	ICLE	SPM08015	think	present	obj	Spanish	written	24	10	14	0	0	4	0	0.3747833441	0.4212680855	4.7666163878
5009	ICE-GB	S1A-022	think	absent	obj	English	spoken	48	12	36	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5010	ICE-GB	S1A-058	think	present	obj	English	spoken	40	34	6	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5011	ICE-GB	S1B-027	think	absent	obj	English	spoken	73	34	39	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5012	ICLE	SPM04053	think	present	obj	Spanish	written	35	18	17	0	0	2	0	0.3747833441	0.4212680855	4.7666163878
5013	ICE-GB	S1B-028	think	present	obj	English	spoken	72	20	52	0	50	1	0	0.3747833441	0.4212680855	4.7666163878
5014	ICE-GB	S1A-088	think	absent	obj	English	spoken	18	13	5	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5015	ICE-GB	S1B-018	think	absent	obj	English	spoken	58	19	39	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5016	ICE-GB	W2B-036	think	absent	obj	English	written	57	17	40	0	5	1	0	0.3747833441	0.4212680855	4.7666163878
5017	ICLE	GESA3013	think	present	obj	German	written	77	57	20	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5018	ICLE	SPM09006	think	absent	obj	Spanish	written	60	42	18	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5019	ICE-GB	S1B-023	think	absent	obj	English	spoken	148	63	85	0	0	1	0	0.3747833441	0.4212680855	4.7666163878
5020	ICLE	SPM08015	think	present	obj	Spanish	written	33	13	20	0	0	4	0	0.3747833441	0.4212680855	10.2584694842
5021	ICE-GB	S2B-018	think	absent	obj	English	spoken	47	13	34	0	0	13	0	0.3747833441	0.4212680855	10.2584694842
5022	ICLE	SPM03041	think	present	obj	Spanish	written	73	11	62	0	0	4	0	0.3747833441	0.4212680855	10.2584694842
5023	ICLE	GEBA1042	think	absent	obj	German	written	41	10	31	0	7	8	0	0.3747833441	0.4212680855	10.2584694842
5024	ICLE	SPM04004	think	present	obj	Spanish	written	157	127	30	0	7	6	0	0.3747833441	0.4212680855	10.2584694842
5025	ICE-GB	W2E-010	think	absent	obj	English	written	56	13	43	0	54	4	0	0.3747833441	0.4212680855	10.2584694842
5026	ICLE	SPM04042	think	present	obj	Spanish	written	36	19	17	0	0	1	0	0.3747833441	0.4212680855	10.2584694842
5027	ICE-GB	S1A-033	think	absent	obj	English	spoken	84	18	66	0	0	1	0	0.3747833441	0.4212680855	10.2584694842
5028	LINDSEI	SP016	think	absent	obj	Spanish	spoken	51	5	46	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5029	ICE-GB	S1B-077	think	absent	obj	English	spoken	151	5	146	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5030	ICE-GB	S1B-021	think	absent	obj	English	spoken	114	5	109	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5031	LINDSEI	SP015	think	absent	obj	Spanish	spoken	23	5	18	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5032	ICE-GB	S2A-031	think	absent	obj	English	spoken	46	5	41	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5033	ICE-GB	S1B-019	think	absent	obj	English	spoken	32	5	27	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5034	ICE-GB	W2F-009	think	absent	obj	English	written	49	5	44	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5035	ICE-GB	S1B-035	think	absent	obj	English	spoken	102	5	97	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5036	ICE-GB	S1B-028	think	absent	obj	English	spoken	48	5	43	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5037	ICLE	SPM04045	think	present	obj	Spanish	written	25	5	20	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5038	ICE-GB	S1A-059	think	absent	obj	English	spoken	32	5	27	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5039	ICE-GB	S1B-076	think	absent	obj	English	spoken	28	5	23	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5040	ICE-GB	S1A-002	think	absent	obj	English	spoken	58	5	53	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5041	LINDSEI	GE042	think	absent	obj	German	spoken	23	5	18	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5042	ICE-GB	S1B-003	think	absent	obj	English	spoken	200	5	195	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5043	ICE-GB	S1A-060	think	absent	obj	English	spoken	75	5	70	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5044	ICE-GB	S1B-034	think	absent	obj	English	spoken	56	5	51	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5045	ICE-GB	S1B-020	think	absent	obj	English	spoken	93	5	88	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5046	ICE-GB	S1B-027	think	absent	obj	English	spoken	231	5	226	0	35	1	0	0.3747833441	0.4212680855	5.7973355703
5047	ICE-GB	S2A-016	think	absent	obj	English	spoken	77	5	72	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5048	ICE-GB	S1A-001	think	absent	obj	English	spoken	135	5	130	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5049	ICE-GB	S1B-017	think	present	obj	English	spoken	16	5	11	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5050	ICE-GB	S1B-050	think	absent	obj	English	spoken	61	5	56	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5051	ICE-GB	S1B-037	think	absent	obj	English	spoken	69	5	64	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5052	ICE-GB	S2A-040	think	absent	obj	English	spoken	24	5	19	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5053	ICE-GB	S2B-014	think	absent	obj	English	spoken	63	5	58	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5054	ICE-GB	S2B-012	think	absent	obj	English	spoken	58	5	53	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5055	ICE-GB	S1A-050	think	absent	obj	English	spoken	48	5	43	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5056	ICE-GB	S1A-015	think	absent	obj	English	spoken	20	5	15	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5057	ICE-GB	S1B-043	think	absent	obj	English	spoken	68	5	63	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5058	ICE-GB	S1B-063	think	absent	obj	English	spoken	73	5	68	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5059	ICE-GB	S1A-031	think	absent	obj	English	spoken	21	5	16	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5060	ICLE	GESA5039	think	present	obj	German	written	42	5	37	0	0	12	0	0.3747833441	0.4212680855	5.7973355703
5061	ICE-GB	S1A-066	think	absent	obj	English	spoken	33	5	28	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5062	ICE-GB	S1B-041	think	absent	obj	English	spoken	250	5	245	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5063	ICE-GB	S1B-040	think	absent	obj	English	spoken	163	5	158	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5064	ICLE	SPM03038	think	present	obj	Spanish	written	23	5	18	0	29	2	3	0.3747833441	0.4212680855	5.7973355703
5065	ICE-GB	W1B-030	think	absent	obj	English	written	67	5	62	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5066	ICE-GB	S1B-045	think	absent	obj	English	spoken	97	5	92	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5067	ICE-GB	S1B-034	think	absent	obj	English	spoken	35	5	30	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5068	LINDSEI	GE034	think	absent	obj	German	spoken	28	5	23	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5069	ICE-GB	S1B-025	think	absent	obj	English	spoken	29	5	24	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5070	ICE-GB	S1B-063	think	absent	obj	English	spoken	36	5	31	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5071	ICE-GB	S1A-068	think	absent	obj	English	spoken	113	5	108	0	10	1	0	0.3747833441	0.4212680855	5.7973355703
5072	ICE-GB	S1A-023	think	absent	obj	English	spoken	37	5	32	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5073	ICE-GB	S1B-036	think	absent	obj	English	spoken	159	5	154	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5074	ICE-GB	S1A-086	think	present	obj	English	spoken	120	5	115	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5075	ICE-GB	S1B-031	think	absent	obj	English	spoken	98	5	93	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5076	ICE-GB	S1A-003	think	absent	obj	English	spoken	54	5	49	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5077	ICLE	GESA4001	think	present	obj	German	written	35	5	30	0	0	2	0	0.3747833441	0.4212680855	5.7973355703
5078	ICLE	GEDR1020	think	absent	obj	German	written	29	5	24	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5079	ICE-GB	S1A-029	think	absent	obj	English	spoken	46	5	41	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5080	ICE-GB	S1B-026	think	absent	obj	English	spoken	39	5	34	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5081	ICE-GB	S1A-015	think	absent	obj	English	spoken	19	5	14	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5082	ICE-GB	S1B-019	think	present	obj	English	spoken	159	5	154	0	0	4	0	0.3747833441	0.4212680855	5.7973355703
5083	LINDSEI	GE016	think	absent	obj	German	spoken	24	5	19	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5084	ICE-GB	S2A-064	think	absent	obj	English	spoken	91	5	86	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5085	ICE-GB	S1B-042	think	absent	obj	English	spoken	13	5	8	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5086	ICLE	SPM04040	think	absent	obj	Spanish	written	43	5	38	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5087	ICE-GB	S1B-031	think	absent	obj	English	spoken	376	5	371	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5088	ICE-GB	S2B-007	think	absent	obj	English	spoken	75	5	70	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5089	ICLE	GEAU3029	think	absent	obj	German	written	20	5	15	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5090	ICE-GB	S1A-077	think	absent	obj	English	spoken	8	5	3	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5091	ICE-GB	S2A-017	think	absent	obj	English	spoken	29	5	24	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5092	ICE-GB	W2B-001	think	absent	obj	English	written	45	5	40	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5093	ICLE	SPM05011	think	absent	obj	Spanish	written	40	5	35	0	5	12	3	0.3747833441	0.4212680855	5.7973355703
5094	ICE-GB	S2A-049	think	absent	obj	English	spoken	251	5	246	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5095	ICE-GB	S1B-015	think	absent	obj	English	spoken	28	5	23	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5096	LINDSEI	SP009	think	absent	obj	Spanish	spoken	83	5	78	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5097	ICE-GB	S1A-020	think	absent	obj	English	spoken	43	5	38	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5098	ICE-GB	S2B-037	think	absent	obj	English	spoken	30	5	25	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5099	ICE-GB	S1B-078	think	absent	obj	English	spoken	51	5	46	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5100	ICLE	GESA5039	think	present	obj	German	written	66	5	61	0	0	4	0	0.3747833441	0.4212680855	5.7973355703
5101	ICE-GB	S1B-041	think	present	obj	English	spoken	28	5	23	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5102	ICE-GB	S2B-015	think	present	obj	English	spoken	95	5	90	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5103	ICE-GB	S1B-040	think	absent	obj	English	spoken	37	5	32	0	0	3	0	0.3747833441	0.4212680855	5.7973355703
5104	ICE-GB	S1A-095	think	absent	obj	English	spoken	32	5	27	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5105	LINDSEI	GE034	think	absent	obj	German	spoken	37	5	32	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5106	ICE-GB	S1B-050	think	absent	obj	English	spoken	103	5	98	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5107	ICE-GB	S1A-029	think	absent	obj	English	spoken	52	5	47	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5108	ICE-GB	S1B-036	think	present	obj	English	spoken	71	5	66	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5109	ICLE	GESA4003	think	absent	obj	German	written	55	5	50	0	67	1	0	0.3747833441	0.4212680855	5.7973355703
5110	ICE-GB	S1A-029	think	absent	obj	English	spoken	30	5	25	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5111	ICE-GB	S2A-010	think	absent	obj	English	spoken	64	5	59	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5112	ICLE	GEAU3066	think	absent	obj	German	written	57	5	52	0	5	1	0	0.3747833441	0.4212680855	5.7973355703
5113	ICE-GB	S1A-086	think	absent	obj	English	spoken	21	5	16	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5114	ICE-GB	S1B-016	think	absent	obj	English	spoken	52	5	47	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5115	ICE-GB	S1A-033	think	absent	obj	English	spoken	69	5	64	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5116	ICLE	GEAU1043	think	absent	obj	German	written	51	5	46	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5117	ICE-GB	S1B-030	think	present	obj	English	spoken	52	5	47	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5118	ICE-GB	S2A-046	think	absent	obj	English	spoken	137	5	132	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5119	ICE-GB	S1B-061	think	absent	obj	English	spoken	44	5	39	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5120	ICLE	GEAU2001	think	present	obj	German	written	84	5	79	0	2	1	0	0.3747833441	0.4212680855	5.7973355703
5121	ICE-GB	S1B-029	think	absent	obj	English	spoken	43	5	38	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5122	ICE-GB	S1A-054	think	absent	obj	English	spoken	129	5	124	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5123	ICE-GB	S1B-040	think	absent	obj	English	spoken	30	5	25	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5124	ICE-GB	S1B-035	think	absent	obj	English	spoken	73	5	68	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5125	ICE-GB	S1A-002	think	absent	obj	English	spoken	27	5	22	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5126	ICE-GB	S1A-054	think	absent	obj	English	spoken	20	5	15	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5127	ICE-GB	W2F-020	think	absent	obj	English	written	55	5	50	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5128	ICE-GB	S1B-039	think	absent	obj	English	spoken	59	5	54	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5129	ICLE	GEAU4013	think	absent	obj	German	written	41	5	36	0	9	1	0	0.3747833441	0.4212680855	5.7973355703
5130	ICE-GB	S2B-018	think	present	obj	English	spoken	51	5	46	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5131	ICE-GB	S2A-037	think	absent	obj	English	spoken	144	5	139	0	0	1	0	0.3747833441	0.4212680855	5.7973355703
5132	LINDSEI	GE042	think	absent	obj	German	spoken	55	18	37	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
5133	ICLE	GEAU3070	think	absent	obj	German	written	76	20	56	0	0	3	4	0.3747833441	0.4212680855	9.3653846881
5134	ICLE	GESA3014	think	present	obj	German	written	48	14	34	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
5135	ICE-GB	S2B-032	think	present	obj	English	spoken	158	23	135	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
5136	ICE-GB	S2A-047	think	present	obj	English	spoken	76	27	49	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
5137	ICLE	SPM06009	think	present	obj	Spanish	written	50	36	14	0	0	2	0	0.3747833441	0.4212680855	9.3653846881
5138	ICE-GB	S1A-030	think	absent	obj	English	spoken	35	5	30	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
5139	ICE-GB	S1B-015	think	absent	obj	English	spoken	35	15	20	0	0	3	0	0.3747833441	0.4212680855	9.3653846881
5140	ICE-GB	S1B-036	think	absent	obj	English	spoken	26	16	10	0	0	4	0	0.3747833441	0.4212680855	9.3653846881
5141	LINDSEI	GE019	think	absent	obj	German	spoken	40	5	35	0	0	1	0	0.3747833441	0.4212680855	9.3653846881
