CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
5606	348	1	female	propname	5	one	16	7
5607	248	2	female	closed	3	one	7	13
5608	62	3	female	closed	2	two+	2	18
5609	231	4	female	open	3	two+	8	11
5610	101	5	female	closed	3	two+	7	14
5611	46	6	female	closed	2	one	2	15
5612	114	7	female	closed	2	one	4	18
5613	215	8	female	open	4	two+	8	11
5614	158	9	female	closed	3	two+	5	15
5615	187	10	female	closed	2	one	6	17
5616	306	1	male	open	5	two+	21	2
5617	135	4	male	closed	3	one	5	15
5618	181	5	male	open	3	two+	8	15
5619	139	6	male	closed	2	two+	4	17
5620	175	8	male	closed	2	one	6	16
5621	152	9	male	closed	1	one	4	15
5622	134	10	male	closed	2	one	5	17
5623	92	1	female	closed	2	two+	5	17
5624	51	2	female	closed	1	one	1	17
5625	124	3	female	closed	2	two+	7	14
5626	423	4	female	open	7	two+	13	4
5627	411	5	female	open	3	two+	0	11
5628	244	6	female	open	4	two+	9	13
5629	128	8	female	closed	2	one	4	16
5630	148	9	female	closed	2	one	3	16
5631	158	10	female	closed	2	one	3	17
5632	99	1	female	closed	3	two+	9	13
5633	86	2	female	closed	2	one	3	18
5634	59	3	female	closed	2	two+	4	16
5635	90	4	female	closed	2	one	1	16
5636	216	5	female	open	5	one	9	12
5637	67	7	female	closed	2	one	4	17
5638	162	8	female	open	3	two+	13	9
5639	91	9	female	closed	2	two+	8	16
5640	89	10	female	closed	2	one	2	18
5641	435	1	male	closed	1	one	7	15
5642	153	2	male	closed	1	one	3	18
5643	258	5	male	open	2	two+	8	10
5644	260	6	male	propname	3	one	10	8
5645	147	9	male	closed	3	two+	2	15
5646	403	10	male	open	5	two+	8	9
5647	96	1	male	closed	3	one	9	13
5648	110	2	male	closed	1	one	2	18
5649	77	3	male	closed	2	two+	3	16
5650	200	5	male	open	4	one	5	14
5651	102	6	male	closed	2	two+	4	17
5652	208	7	male	open	2	one	7	15
5653	245	8	male	closed	3	one	5	13
5654	126	9	male	closed	2	two+	2	18
5655	278	10	male	open	3	one	9	9
5656	422	2	male	closed	6	one	7	13
5657	98	3	male	closed	2	two+	5	16
5658	113	4	male	closed	2	one	2	18
5659	163	6	male	closed	3	one	6	14
5660	101	7	male	closed	2	two+	4	17
5661	188	9	male	closed	2	one	7	14
5662	220	1	female	closed	3	one	7	15
5663	274	2	female	open	3	one	8	12
5664	311	3	female	open	5	two+	11	8
5665	398	4	female	open	5	two+	8	11
5666	129	5	female	number	3	one	11	14
5667	274	6	female	number	7	two+	4	13
5668	400	7	female	open	5	two+	3	12
5669	258	9	female	closed	3	one	5	16
5670	495	10	female	open	4	two+	12	8
5671	120	2	male	closed	2	two+	2	17
5672	216	3	male	closed	3	one	6	17
5673	139	4	male	closed	2	one	6	16
5674	94	6	male	closed	1	one	3	17
5675	242	7	male	open	4	two+	13	6
5676	123	9	male	closed	2	one	5	17
5677	195	10	male	closed	3	one	7	16
5678	88	1	female	closed	3	two+	7	16
5679	51	2	female	closed	2	one	3	16
5680	37	4	female	closed	1	one	2	17
5681	113	5	female	open	3	two+	4	13
5682	349	7	female	open	3	two+	12	8
5683	296	8	female	open	5	two+	7	12
5684	154	9	female	closed	3	two+	8	16
5685	86	10	female	closed	2	one	3	18
5686	234	1	male	closed	3	one	7	15
5687	152	3	male	closed	3	one	8	16
5688	176	4	male	closed	3	one	6	16
5689	76	7	male	closed	1	one	6	14
5690	69	9	male	closed	1	one	3	17
5691	138	1	male	closed	3	one	5	17
5692	49	3	male	closed	1	one	2	15
5693	237	5	male	open	4	two+	9	12
5694	88	6	male	closed	2	two+	6	16
5695	67	7	male	closed	1	one	2	15
5696	121	8	male	closed	3	one	3	15
5697	200	9	male	open	5	two+	7	12
5698	180	2	male	closed	3	one	7	17
5699	122	3	male	closed	2	two+	5	16
5700	140	4	male	closed	3	two+	3	17
5701	69	5	male	closed	1	one	7	17
5702	664	6	male	open	13	two+	14	4
5703	135	7	male	closed	1	one	4	15
5704	101	8	male	closed	1	one	4	17
5705	197	9	male	open	3	one	12	10
5706	140	10	male	closed	3	two+	6	15
5707	163	1	male	open	4	one	9	13
5708	300	2	male	open	3	two+	5	15
5709	177	4	male	open	3	two+	9	10
5710	135	6	male	closed	2	one	8	14
5711	53	8	male	closed	1	one	9	17
5712	203	10	male	open	2	two+	10	11
5713	197	1	female	closed	2	one	6	16
5714	126	2	female	closed	1	one	4	14
5715	164	4	female	closed	2	one	6	17
5716	237	5	female	closed	2	one	7	14
5717	155	6	female	closed	3	one	7	14
5718	97	7	female	closed	2	two+	3	16
5719	194	1	female	open	3	two+	8	15
5720	188	3	female	open	3	two+	5	15
5721	257	4	female	open	5	two+	14	8
5722	206	6	female	open	4	two+	16	6
5723	178	7	female	closed	2	one	4	16
5724	138	8	female	closed	2	one	6	13
5725	122	9	female	closed	2	two+	6	18
5726	54	10	female	closed	1	one	6	14
5727	153	1	female	closed	2	two+	9	13
5728	149	2	female	closed	3	one	5	15
5729	104	3	female	closed	1	one	5	18
5730	238	4	female	open	3	two+	9	13
5731	352	5	female	closed	2	one	3	17
5732	627	6	female	open	4	two+	17	11
5733	217	7	female	closed	2	one	10	13
5734	114	8	female	closed	1	one	3	17
5735	201	9	female	closed	2	one	8	14
5736	594	10	female	open	4	two+	10	11
5737	303	1	female	number	4	one	10	13
5738	333	2	female	open	3	two+	7	12
5739	189	3	female	closed	2	two+	6	17
5740	514	4	female	propname	7	one	10	8
5741	129	5	female	closed	2	two+	7	15
5742	99	6	female	closed	2	one	1	18
5743	117	7	female	open	4	one	5	14
5744	235	8	female	closed	3	one	11	16
5745	199	9	female	closed	3	one	6	17
5746	292	2	female	closed	3	one	3	15
5747	221	3	female	open	3	two+	13	14
5748	154	5	female	closed	3	one	9	13
5749	124	6	female	closed	2	two+	3	16
5750	47	7	female	closed	1	one	4	15
5751	155	8	female	open	3	two+	1	15
5752	662	10	female	propname	6	one	4	2
5753	116	1	female	closed	2	one	5	18
5754	140	2	female	closed	3	one	4	15
5755	266	3	female	open	3	two+	8	11
5756	79	4	female	closed	2	one	1	17
5757	90	5	female	closed	2	two+	3	18
5758	116	7	female	closed	2	one	4	14
5759	278	9	female	open	5	two+	11	10
5760	132	10	female	closed	2	two+	5	17
5761	109	2	female	closed	3	two+	11	11
5762	100	4	female	closed	1	one	5	18
5763	131	6	female	closed	2	two+	2	18
5764	195	7	female	open	2	two+	10	11
5765	269	8	female	closed	6	one	5	13
5766	91	9	female	closed	2	two+	5	17
5767	207	10	female	open	2	two+	5	16
5768	217	1	female	closed	2	one	8	14
5769	51	2	female	closed	2	one	7	17
5770	49	3	female	closed	1	one	1	17
5771	124	5	female	open	3	two+	12	10
5772	77	6	female	closed	2	one	2	17
5773	81	7	female	closed	1	one	5	17
5774	203	8	female	open	3	one	4	13
5775	107	9	female	closed	2	one	0	17
5776	267	10	female	open	3	two+	8	13
5777	278	1	male	closed	4	one	10	12
5778	137	2	male	closed	2	one	7	15
5779	327	4	male	open	5	two+	11	6
5780	119	5	male	closed	2	two+	3	18
5781	197	6	male	open	5	two+	8	11
5782	157	8	male	closed	3	two+	7	13
5783	196	9	male	open	3	two+	10	8
5784	248	1	female	closed	2	one	8	14
5785	203	2	female	closed	2	one	3	14
5786	102	4	female	closed	2	two+	2	18
5787	190	5	female	open	2	one	10	11
5788	195	6	female	propname	3	one	10	9
5789	271	8	female	open	5	two+	13	9
5790	142	9	female	closed	2	one	5	16
5791	153	10	female	closed	3	one	6	13
5792	223	1	female	closed	2	one	7	15
5793	109	2	female	closed	3	two+	5	17
5794	166	4	female	closed	3	two+	4	15
5795	141	5	female	closed	2	one	7	17
5796	124	6	female	closed	3	two+	9	15
5797	202	8	female	unclear	2	one	11	11
5798	81	9	female	closed	2	two+	0	16
5799	238	1	male	unclear	3	one	17	5
5800	381	2	male	closed	2	two+	5	9
5801	125	3	male	open	3	one	5	13
5802	69	4	male	closed	2	two+	1	15
5803	126	5	male	closed	3	one	4	17
5804	160	6	male	closed	3	one	5	15
5805	76	7	male	closed	2	one	7	17
5806	232	8	male	closed	4	one	8	12
5807	146	9	male	open	3	two+	8	11
5808	399	10	male	open	6	two+	9	7
5809	287	2	female	open	3	two+	5	13
5810	162	3	female	closed	1	one	3	18
5811	212	4	female	open	3	two+	5	13
5812	84	5	female	closed	2	one	4	16
5813	255	6	female	open	3	two+	8	14
5814	75	7	female	closed	1	one	3	17
5815	272	8	female	open	4	two+	11	7
5816	119	9	female	closed	2	two+	5	17
5817	183	10	female	closed	2	two+	6	14
5818	147	1	male	closed	3	one	7	15
5819	102	2	male	closed	1	one	3	17
5820	316	3	male	open	4	two+	12	8
5821	126	4	male	closed	3	two+	7	14
5822	268	5	male	open	3	two+	9	12
5823	92	6	male	closed	2	one	4	17
5824	126	7	male	number	3	two+	7	15
5825	70	9	male	closed	2	two+	2	18
5826	282	10	male	open	5	two+	12	8
5827	116	1	male	number	3	one	7	15
5828	92	2	male	closed	2	one	3	17
5829	131	3	male	closed	2	two+	6	18
5830	49	5	male	closed	2	two+	2	16
5831	447	6	male	open	5	two+	12	9
5832	103	7	male	closed	3	two+	3	16
5833	39	8	male	closed	1	one	3	18
5834	567	10	male	open	4	one	11	11
5835	108	1	male	closed	3	two+	7	16
5836	195	2	male	closed	2	one	5	15
5837	92	3	male	closed	2	one	6	16
5838	195	5	male	closed	3	one	11	15
5839	135	7	male	closed	1	one	5	18
5840	75	8	male	closed	2	one	3	16
5841	66	9	male	closed	2	one	1	16
5842	279	10	male	open	4	two+	4	15
5843	406	1	male	closed	6	one	12	10
5844	281	2	male	open	4	two+	8	13
5845	208	3	male	open	2	two+	12	11
5846	200	4	male	open	3	one	8	12
5847	459	5	male	propname	6	one	12	3
5848	101	7	male	closed	2	one	2	17
5849	190	8	male	closed	2	two+	9	15
5850	213	9	male	closed	3	one	4	17
5851	378	10	male	open	5	two+	13	10
5852	141	1	male	closed	1	one	5	18
5853	157	2	male	closed	1	one	5	18
5854	107	3	male	closed	2	one	3	16
5855	210	5	male	open	3	two+	8	14
5856	217	6	male	open	4	two+	8	15
5857	435	8	male	open	7	two+	12	8
5858	235	10	male	closed	1	one	5	18
5859	103	1	male	open	3	two+	9	13
5860	96	2	male	closed	2	one	2	17
5861	729	3	male	open	7	two+	15	5
5862	123	4	male	closed	2	two+	2	17
5863	157	5	male	closed	2	two+	5	17
5864	106	6	male	closed	1	one	7	18
5865	216	7	male	open	4	one	3	15
5866	135	9	male	closed	2	one	2	18
5867	258	10	male	open	3	two+	15	5
5868	156	2	female	open	4	one	7	14
5869	67	3	female	closed	2	two+	0	17
5870	67	5	female	closed	2	one	4	17
5871	208	6	female	closed	2	one	8	13
5872	66	7	female	closed	3	one	4	17
5873	146	8	female	open	3	two+	10	12
5874	211	10	female	open	4	two+	8	13
5875	382	1	female	closed	3	one	5	17
5876	110	3	female	closed	1	one	4	18
5877	247	4	female	open	3	one	3	14
5878	313	5	female	propname	4	one	14	6
5879	238	6	female	propname	4	one	6	6
5880	217	7	female	closed	3	one	6	14
5881	194	8	female	open	3	two+	13	15
5882	277	9	female	propname	4	one	15	6
5883	117	1	male	open	3	two+	9	13
5884	192	3	male	open	3	two+	8	13
5885	198	4	male	closed	2	two+	8	18
5886	274	5	male	open	6	two+	18	4
5887	227	6	male	closed	2	one	4	14
5888	402	7	male	number	4	one	9	13
5889	201	8	male	closed	3	two+	4	15
5890	137	9	male	closed	2	one	6	17
5891	225	10	male	number	2	one	9	14
5892	147	1	male	closed	3	one	7	15
5893	89	2	male	closed	2	two+	2	16
5894	103	3	male	closed	1	one	3	17
5895	405	4	male	open	8	two+	17	0
5896	125	5	male	closed	2	one	0	17
5897	931	6	male	propname	6	one	17	0
5898	109	7	male	closed	3	one	0	17
5899	378	8	male	open	4	one	8	13
5900	263	9	male	closed	3	one	3	15
5901	253	10	male	closed	3	one	4	15
5902	65	1	male	closed	2	one	5	18
5903	70	2	male	closed	3	one	6	15
5904	35	3	male	closed	2	one	1	16
5905	53	5	male	closed	2	one	5	18
5906	335	6	male	open	5	two+	15	7
5907	265	8	male	closed	4	two+	6	14
5908	263	9	male	propname	5	one	14	7
5909	355	10	male	propname	3	one	7	11
5910	397	2	male	closed	2	one	4	15
5911	168	3	male	closed	1	one	3	18
5912	289	4	male	open	4	two+	9	11
5913	164	5	male	closed	3	one	8	13
5914	153	6	male	open	3	two+	8	13
5915	326	7	male	open	3	two+	12	7
5916	128	8	male	closed	2	two+	7	18
5917	330	1	female	open	3	two+	8	15
5918	143	2	female	closed	1	one	12	11
5919	195	3	female	closed	1	one	5	17
5920	183	5	female	closed	1	one	4	18
5921	142	6	female	closed	1	one	10	11
5922	191	7	female	closed	1	one	5	10
5923	472	8	female	number	7	one	10	10
5924	748	10	female	open	6	two+	6	6
5925	543	1	male	open	6	one	14	9
5926	665	2	male	closed	6	one	8	10
5927	265	3	male	closed	1	one	6	11
5928	206	4	male	closed	2	one	5	11
5929	175	6	male	closed	1	one	6	11
5930	247	7	male	closed	2	one	5	12
5931	193	9	male	closed	1	one	5	17
5932	249	10	male	closed	2	two+	12	10
5933	301	2	male	open	5	two+	11	10
5934	253	3	male	closed	2	one	2	15
5935	88	6	male	closed	1	one	8	14
5936	127	7	male	open	3	one	10	9
5937	271	8	male	closed	2	one	2	17
5938	234	9	male	closed	1	one	10	15
5939	598	10	male	closed	1	one	13	8
5940	202	2	female	open	3	two+	9	15
5941	135	3	female	open	4	one	9	15
5942	200	4	female	open	6	two+	8	11
5943	144	6	female	open	3	one	10	11
5944	316	7	female	open	3	two+	6	9
5945	135	8	female	closed	3	one	3	17
5946	125	9	female	open	3	two+	4	15
5947	214	10	female	unclear	1	one	6	16
5948	97	1	male	closed	2	two+	5	18
5949	97	2	male	closed	2	one	4	16
5950	112	3	male	closed	2	two+	1	16
5951	150	4	male	closed	2	two+	4	18
5952	76	6	male	closed	2	one	1	16
5953	178	7	male	closed	3	two+	4	16
5954	58	8	male	closed	2	one	2	17
5955	201	9	male	open	2	two+	8	11
5956	466	10	male	open	6	two+	11	8
5957	93	1	male	open	2	two+	8	14
5958	58	2	male	closed	2	two+	3	16
5959	117	3	male	closed	2	one	6	18
5960	127	4	male	closed	3	one	4	15
5961	120	5	male	closed	2	two+	4	16
5962	191	6	male	closed	3	one	10	13
5963	129	8	male	closed	3	one	2	13
5964	213	9	male	closed	1	one	5	18
5965	155	10	male	closed	3	two+	5	15
5966	90	1	female	closed	2	one	6	16
5967	70	2	female	closed	2	two+	2	18
5968	138	3	female	open	4	one	6	15
5969	136	4	female	closed	2	one	4	16
5970	152	5	female	closed	3	two+	5	14
5971	170	6	female	closed	3	one	3	16
5972	428	8	female	open	4	one	12	10
5973	136	9	female	closed	2	two+	0	17
5974	241	10	female	closed	3	two+	7	15
5975	154	1	female	closed	2	one	5	18
5976	160	2	female	closed	3	one	7	13
5977	159	3	female	closed	3	one	3	16
5978	152	6	female	open	2	two+	12	11
5979	166	7	female	closed	2	one	4	18
5980	95	8	female	closed	1	one	7	17
5981	342	9	female	open	5	one	9	11
5982	423	10	female	open	4	two+	10	7
5983	424	1	male	closed	2	one	6	16
5984	397	2	male	open	2	two+	8	16
5985	63	3	male	closed	2	one	6	17
5986	62	4	male	closed	1	one	1	17
5987	152	5	male	closed	2	two+	7	16
5988	92	6	male	closed	2	one	1	18
5989	567	8	male	open	3	two+	10	10
5990	183	9	male	closed	3	one	5	17
5991	295	10	male	propname	4	one	14	6
5992	142	1	female	closed	4	two+	10	12
5993	364	3	female	open	8	two+	11	8
5994	71	5	female	closed	2	two+	6	18
5995	126	6	female	closed	3	two+	5	16
5996	50	7	female	closed	2	one	2	17
5997	189	8	female	open	3	two+	10	9
5998	325	9	female	closed	7	one	9	11
5999	119	10	female	closed	2	one	6	15
6000	59	2	male	closed	2	one	5	17
6001	57	5	male	closed	2	two+	2	18
6002	229	6	male	closed	3	one	6	12
6003	323	7	male	open	5	two+	12	5
6004	261	8	male	open	4	two+	3	4
6005	85	9	male	closed	2	two+	3	15
6006	169	10	male	closed	3	one	7	15
6007	44	3	female	open	3	two+	6	13
6008	90	4	female	closed	2	one	0	13
6009	153	5	female	open	2	two+	4	14
6010	84	6	female	closed	2	two+	6	16
6011	60	7	female	closed	1	one	2	17
6012	116	8	female	open	3	two+	5	15
6013	356	9	female	open	4	one	15	4
6014	297	1	female	closed	3	one	8	15
6015	64	3	female	closed	2	one	3	16
6016	115	4	female	closed	2	two+	1	16
6017	185	5	female	open	4	one	4	15
6018	153	6	female	closed	2	two+	5	15
6019	268	7	female	open	4	one	8	11
6020	381	8	female	open	3	two+	4	12
6021	225	9	female	closed	3	one	9	15
6022	269	10	female	closed	3	one	2	17
6023	198	3	male	closed	3	one	3	17
6024	41	4	male	closed	1	one	2	17
6025	129	5	male	closed	2	one	4	18
6026	197	6	male	open	4	two+	7	13
6027	186	7	male	closed	3	two+	4	15
6028	309	8	male	closed	1	one	10	15
6029	266	9	male	closed	2	one	12	14
6030	233	1	female	closed	2	two+	7	16
6031	105	3	female	closed	2	one	7	16
6032	133	4	female	closed	3	one	5	14
6033	94	5	female	closed	2	one	3	16
6034	165	7	female	closed	3	one	5	15
6035	154	8	female	closed	4	one	12	10
6036	317	10	female	open	3	two+	4	12
6037	145	2	male	closed	2	one	4	17
6038	131	3	male	closed	2	two+	2	18
6039	409	4	male	open	6	two+	13	6
6040	49	5	male	closed	2	one	6	16
6041	154	7	male	closed	3	one	3	16
6042	100	8	male	closed	1	one	3	17
6043	211	9	male	open	3	one	10	8
6044	443	10	male	open	5	two+	8	10
6045	496	1	female	closed	3	one	5	17
6046	172	2	female	closed	2	one	6	15
6047	189	4	female	closed	3	one	6	14
6048	101	5	female	closed	2	two+	2	17
6049	182	6	female	open	5	two+	11	7
6050	222	7	female	open	3	two+	7	11
6051	113	8	female	closed	2	one	0	17
6052	133	9	female	closed	3	one	7	13
6053	140	1	female	closed	3	one	5	17
6054	98	2	female	closed	3	one	5	17
6055	80	3	female	closed	1	one	2	17
6056	197	4	female	open	3	one	7	12
6057	222	5	female	open	3	two+	6	11
6058	210	6	female	closed	5	one	6	14
6059	91	7	female	closed	2	one	4	16
6060	36	8	female	closed	1	one	2	17
6061	67	9	female	closed	1	one	3	17
6062	141	10	female	closed	4	one	17	0
6063	169	1	female	closed	3	one	7	16
6064	113	2	female	closed	1	one	2	18
6065	354	3	female	open	4	two+	8	14
6066	140	4	female	closed	2	one	5	16
6067	208	5	female	open	3	two+	9	15
6068	111	6	female	closed	1	one	5	18
6069	84	7	female	closed	1	one	3	14
6070	82	8	female	closed	1	one	5	18
6071	391	10	female	open	5	two+	8	12
6072	57	1	female	closed	1	one	5	18
6073	71	2	female	closed	3	one	5	16
6074	93	3	female	closed	2	two+	3	16
6075	69	4	female	closed	1	one	5	18
6076	81	5	female	closed	3	two+	5	16
6077	110	6	female	closed	2	two+	3	16
6078	120	7	female	closed	3	two+	9	13
6079	130	9	female	closed	3	two+	6	16
6080	145	10	female	closed	1	one	6	18
6081	115	1	male	closed	2	two+	6	16
6082	107	2	male	closed	2	one	3	17
6083	165	3	male	open	3	two+	14	12
6084	301	4	male	open	4	two+	5	11
6085	119	5	male	closed	2	two+	2	17
6086	85	6	male	open	3	one	6	14
6087	225	7	male	open	3	two+	8	14
6088	191	8	male	open	3	two+	8	14
6089	481	9	male	propname	5	one	14	7
6090	246	10	male	closed	2	one	6	16
6091	192	2	male	open	3	two+	7	15
6092	137	3	male	closed	2	one	4	16
6093	103	4	male	closed	3	two+	5	14
6094	66	5	male	closed	3	one	3	16
6095	138	6	male	closed	3	one	6	14
6096	80	7	male	closed	1	one	2	17
6097	429	8	male	open	5	one	15	5
6098	252	9	male	open	2	two+	5	10
6099	181	10	male	closed	2	one	7	16
6100	161	1	male	open	3	two+	8	15
6101	187	2	male	closed	1	one	5	18
6102	158	3	male	open	3	two+	7	15
6103	141	4	male	closed	1	one	8	18
6104	189	5	male	open	3	two+	17	8
6105	296	6	male	closed	4	one	3	15
6106	101	7	male	closed	3	one	7	15
6107	153	8	male	closed	3	one	5	13
6108	138	9	male	closed	3	one	4	17
6109	224	10	male	open	3	two+	9	15
6110	86	1	male	closed	3	two+	5	17
6111	130	2	male	closed	1	one	3	18
6112	120	3	male	closed	3	two+	5	16
6113	93	4	male	closed	2	one	3	16
6114	169	5	male	closed	3	one	8	14
6115	268	6	male	open	4	two+	12	10
6116	86	7	male	closed	2	two+	1	17
6117	218	8	male	open	4	two+	11	8
6118	168	9	male	closed	2	one	3	18
6119	535	10	male	open	6	two+	15	4
6120	332	1	male	open	4	two+	11	11
6121	264	2	male	open	4	two+	8	11
6122	62	3	male	closed	2	one	7	16
6123	31	4	male	closed	2	one	2	18
6124	141	5	male	open	4	one	5	14
6125	28	6	male	closed	2	two+	1	17
6126	140	7	male	open	2	two+	4	14
6127	151	8	male	open	2	two+	12	11
6128	238	9	male	closed	3	two+	4	14
6129	333	10	male	open	4	two+	14	5
6130	68	1	male	closed	2	two+	5	17
6131	61	2	male	closed	1	one	1	17
6132	87	3	male	closed	3	one	8	14
6133	78	4	male	closed	2	one	2	18
6134	93	5	male	open	2	two+	6	14
6135	186	6	male	closed	2	two+	4	15
6136	119	7	male	closed	3	two+	3	17
6137	284	8	male	closed	2	two+	11	15
6138	169	9	male	closed	2	one	6	18
6139	425	10	male	open	4	one	13	10
6140	118	2	female	open	3	one	5	15
6141	223	3	female	closed	2	one	5	14
6142	109	4	female	closed	1	one	6	18
6143	67	5	female	closed	1	one	4	14
6144	206	8	female	closed	3	one	3	17
6145	161	9	female	open	3	one	10	14
6146	158	10	female	closed	2	one	3	17
6147	110	2	female	closed	2	one	9	14
6148	181	3	female	open	4	two+	6	10
6149	133	4	female	closed	3	two+	6	15
6150	132	7	female	open	3	two+	6	12
6151	51	9	female	closed	2	one	2	18
6152	226	10	female	open	2	two+	8	12
6153	103	2	male	closed	1	one	6	18
6154	361	3	male	open	5	two+	7	11
6155	92	4	male	closed	2	two+	3	18
6156	74	5	male	closed	1	one	4	15
6157	159	8	male	open	2	one	7	11
6158	607	10	male	open	8	two+	14	7
6159	43	1	male	closed	1	one	5	18
6160	87	2	male	closed	1	one	3	14
6161	159	3	male	open	4	two+	4	15
6162	73	4	male	open	3	two+	7	13
6163	122	5	male	closed	2	one	0	13
6164	113	6	male	open	3	two+	5	14
6165	142	7	male	closed	1	one	3	17
6166	289	9	male	closed	4	one	5	12
6167	203	10	male	closed	2	one	5	17
6168	210	1	male	closed	2	one	6	16
6169	186	3	male	open	2	two+	9	14
6170	53	4	male	closed	2	one	4	17
6171	291	7	male	open	4	one	12	9
6172	245	8	male	closed	2	one	4	14
6173	218	9	male	closed	2	one	7	14
6174	179	10	male	open	3	two+	7	15
6175	483	1	male	closed	1	one	7	15
6176	184	2	male	closed	3	one	8	16
6177	92	4	male	open	3	one	6	15
6178	58	5	male	closed	2	two+	3	17
6179	275	6	male	open	4	two+	8	11
6180	222	8	male	open	3	two+	10	10
6181	198	9	male	open	3	two+	7	15
6182	194	10	male	closed	1	one	9	15
6183	108	1	male	closed	3	one	7	16
6184	125	2	male	closed	2	one	4	18
6185	227	3	male	open	4	one	6	15
6186	140	4	male	closed	2	one	13	11
6187	141	5	male	closed	2	two+	1	11
6188	81	7	male	closed	2	two+	1	11
6189	107	8	male	closed	2	two+	1	11
6190	228	10	male	closed	2	two+	1	11
6191	58	1	female	closed	1	one	5	18
6192	45	2	female	closed	1	one	4	14
6193	65	4	female	closed	2	one	2	17
6194	84	5	female	closed	3	one	5	16
6195	67	6	female	closed	2	two+	5	17
6196	99	7	female	closed	3	one	8	14
6197	150	9	female	open	3	two+	7	15
6198	144	10	female	closed	2	one	5	17
6199	117	1	male	closed	2	one	6	16
6200	245	2	male	closed	3	one	5	14
6201	234	3	male	closed	2	one	8	14
6202	466	4	male	open	4	two+	10	10
6203	284	5	male	number	4	one	10	13
6204	298	6	male	open	2	two+	2	13
6205	135	7	male	closed	2	two+	6	16
6206	230	8	male	closed	3	one	6	14
6207	248	9	male	open	3	two+	8	11
6208	188	10	male	closed	2	one	7	17
6209	274	1	male	open	5	two+	19	3
6210	91	2	male	closed	1	one	1	17
6211	291	3	male	open	3	one	4	13
